Position,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,yearID,teamID,OPS
CF,209,539,66,131,24,4,9,60,32,0,144,5,8,1,0,10,8,30,4,0.243,0.291,0.353,2024,PHI,0.6439999999999999
RF,176,614,83,158,32,5,24,93,46,2,141,10,0,2,0,6,15,9,1,0.257,0.318,0.443,2024,PHI,0.761
DH,171,626,121,152,24,0,39,107,112,5,214,4,0,9,0,4,6,8,4,0.243,0.357,0.468,2024,PHI,0.825
C,180,564,48,123,22,1,17,62,59,8,118,8,0,3,0,5,24,1,0,0.218,0.3,0.351,2010,PIT,0.651
1B,178,613,56,139,33,2,17,68,45,3,132,1,1,8,1,6,16,4,1,0.227,0.277,0.37,2010,PIT,0.647
2B,176,634,81,164,33,4,15,76,62,2,123,3,4,5,0,10,9,6,6,0.259,0.325,0.394,2010,PIT,0.7190000000000001
3B,170,597,67,145,36,2,20,85,58,1,156,3,1,2,0,6,17,1,1,0.243,0.312,0.41,2010,PIT,0.722
SS,174,563,45,143,33,3,8,45,31,6,125,2,8,2,0,11,11,11,4,0.254,0.294,0.366,2010,PIT,0.6599999999999999
LF,175,634,74,171,33,5,4,51,50,2,97,5,7,1,0,10,9,22,9,0.27,0.328,0.356,2010,PIT,0.6839999999999999
CF,174,629,104,180,39,5,18,65,70,1,97,5,1,7,0,9,8,34,10,0.286,0.359,0.45,2010,PIT,0.8089999999999999
RF,196,591,74,155,32,3,20,78,57,5,133,4,2,3,0,10,17,5,4,0.262,0.33,0.428,2010,PIT,0.758
C,187,565,55,147,28,1,13,63,50,3,125,2,9,5,0,5,11,3,4,0.26,0.32,0.382,2011,PIT,0.702
1B,186,606,75,148,30,3,18,76,61,2,136,5,1,4,0,8,18,2,1,0.244,0.317,0.393,2011,PIT,0.71
2B,171,624,78,170,38,5,12,86,55,5,117,4,0,8,0,6,16,9,6,0.272,0.331,0.407,2011,PIT,0.738
3B,202,612,56,137,31,3,10,62,43,2,151,3,7,4,0,7,22,9,0,0.224,0.276,0.333,2011,PIT,0.609
SS,184,582,62,145,31,5,3,47,37,8,139,2,7,5,0,7,13,8,7,0.249,0.294,0.335,2011,PIT,0.629
LF,185,655,84,177,32,7,6,47,64,4,129,4,4,4,0,8,11,31,10,0.27,0.337,0.368,2011,PIT,0.7050000000000001
CF,171,611,94,165,36,8,25,95,90,3,131,8,2,6,0,9,7,23,12,0.27,0.368,0.478,2011,PIT,0.846
RF,240,604,68,152,33,2,17,64,53,2,148,5,4,4,1,10,10,13,7,0.252,0.315,0.397,2011,PIT,0.712
C,180,541,53,118,25,0,23,68,57,6,136,9,0,6,0,11,10,0,0,0.218,0.3,0.392,2012,PIT,0.692
1B,209,611,73,144,31,1,23,81,48,1,135,2,0,7,0,8,12,2,1,0.236,0.29,0.403,2012,PIT,0.6930000000000001
2B,179,629,81,170,32,3,14,81,50,1,134,5,3,11,0,8,10,8,5,0.27,0.324,0.397,2012,PIT,0.7210000000000001
3B,171,585,70,145,31,3,32,91,58,6,189,3,0,3,0,7,11,1,0,0.248,0.317,0.475,2012,PIT,0.792
SS,199,565,45,130,20,2,10,51,27,3,123,12,10,3,0,8,9,1,5,0.23,0.278,0.326,2012,PIT,0.6040000000000001
LF,206,673,77,149,29,14,13,46,41,0,162,6,8,3,0,14,12,22,18,0.221,0.271,0.364,2012,PIT,0.635
CF,170,626,111,206,29,7,32,102,71,13,138,5,0,6,0,5,9,21,12,0.329,0.398,0.551,2012,PIT,0.9490000000000001
RF,216,632,92,172,36,7,21,68,44,1,122,6,5,4,0,7,11,15,8,0.272,0.324,0.451,2012,PIT,0.775
C,174,595,65,137,28,0,20,72,62,2,141,10,1,2,0,7,18,9,5,0.23,0.312,0.378,2013,PIT,0.69
1B,226,573,58,151,36,2,17,71,72,0,117,5,0,9,1,5,13,3,0,0.264,0.346,0.422,2013,PIT,0.768
2B,186,618,78,161,33,5,19,67,53,3,111,18,7,3,0,6,18,2,3,0.261,0.335,0.422,2013,PIT,0.757
3B,172,606,71,139,24,2,36,105,50,5,196,5,3,4,0,7,17,2,0,0.229,0.292,0.454,2013,PIT,0.746
SS,202,571,45,135,29,2,10,42,32,9,120,6,12,2,0,12,11,3,1,0.236,0.283,0.347,2013,PIT,0.6299999999999999
LF,199,683,104,188,35,13,15,53,33,1,172,27,8,1,0,8,8,37,15,0.275,0.333,0.43,2013,PIT,0.763
CF,173,620,101,194,39,5,21,85,81,13,114,9,0,4,0,7,14,30,11,0.313,0.398,0.494,2013,PIT,0.892
RF,228,620,76,150,33,4,16,62,48,3,144,3,2,2,0,8,13,6,4,0.242,0.299,0.385,2013,PIT,0.6839999999999999
C,173,576,57,167,26,0,13,88,72,7,128,19,3,6,0,10,18,4,5,0.29,0.383,0.403,2014,PIT,0.786
1B,233,553,64,125,27,2,17,65,74,2,118,0,0,6,0,2,17,3,5,0.226,0.314,0.374,2014,PIT,0.688
2B,182,625,84,166,33,4,24,84,54,5,110,15,2,2,0,4,14,7,2,0.266,0.338,0.446,2014,PIT,0.784
3B,192,650,78,180,37,4,23,82,50,8,146,5,2,2,0,6,14,13,7,0.277,0.332,0.452,2014,PIT,0.784
SS,180,590,68,152,29,3,12,60,40,12,100,6,5,6,0,7,14,5,2,0.258,0.308,0.378,2014,PIT,0.6859999999999999
LF,202,650,90,188,35,6,18,75,43,1,156,13,1,1,0,16,12,34,11,0.289,0.345,0.445,2014,PIT,0.79
CF,177,618,104,196,44,7,28,93,89,8,129,13,0,6,0,7,10,20,5,0.317,0.41,0.547,2014,PIT,0.9570000000000001
RF,221,658,86,166,26,4,13,61,55,1,116,2,4,2,1,7,17,16,6,0.252,0.311,0.363,2014,PIT,0.6739999999999999
C,182,597,65,175,24,5,7,55,53,1,122,10,6,2,0,5,15,1,1,0.293,0.36,0.385,2015,PIT,0.745
1B,273,616,71,142,31,1,30,88,51,9,191,7,3,4,0,4,19,2,1,0.231,0.295,0.43,2015,PIT,0.725
2B,193,646,79,177,36,4,16,76,50,5,126,9,2,8,0,5,9,8,5,0.274,0.331,0.416,2015,PIT,0.747
3B,207,667,83,178,45,3,16,80,37,1,124,17,2,2,0,1,23,7,3,0.267,0.321,0.415,2015,PIT,0.736
SS,195,600,62,153,35,1,12,61,39,7,128,8,4,4,0,9,9,5,4,0.255,0.307,0.377,2015,PIT,0.6839999999999999
LF,199,659,90,178,30,2,21,86,35,5,135,21,3,5,0,12,15,29,10,0.27,0.325,0.417,2015,PIT,0.742
CF,175,601,94,178,38,4,23,97,99,12,139,12,1,8,0,7,10,14,7,0.296,0.401,0.488,2015,PIT,0.889
RF,191,675,91,177,39,6,10,56,61,5,146,4,1,1,0,14,8,27,13,0.262,0.327,0.382,2015,PIT,0.7090000000000001
C,180,554,64,127,21,2,3,54,73,3,125,9,3,7,0,8,19,7,4,0.229,0.325,0.291,2016,PIT,0.616
1B,256,631,75,159,39,4,19,76,76,0,150,10,1,3,0,7,16,0,5,0.252,0.34,0.417,2016,PIT,0.757
2B,197,653,75,184,32,8,9,83,29,1,119,5,4,10,0,9,11,23,6,0.282,0.313,0.397,2016,PIT,0.71
3B,192,615,89,167,32,1,26,97,67,1,168,20,0,2,0,8,22,3,1,0.272,0.361,0.454,2016,PIT,0.815
SS,181,598,80,154,28,3,16,71,61,10,109,6,7,2,0,11,11,3,1,0.258,0.331,0.395,2016,PIT,0.726
LF,199,656,103,212,50,7,17,74,42,4,144,16,2,2,0,8,10,48,12,0.323,0.377,0.498,2016,PIT,0.875
CF,178,654,86,162,28,3,24,84,71,8,159,7,0,5,0,9,16,9,8,0.248,0.326,0.41,2016,PIT,0.736
RF,205,615,94,149,31,3,28,95,82,7,143,3,1,5,0,7,17,14,6,0.242,0.332,0.439,2016,PIT,0.771
C,186,577,60,133,30,4,6,56,52,2,120,7,3,2,0,6,18,1,2,0.231,0.301,0.328,2017,PIT,0.629
1B,205,622,84,151,27,7,31,108,66,4,134,3,0,7,0,8,19,2,5,0.243,0.315,0.458,2017,PIT,0.773
2B,210,632,88,162,33,5,14,61,50,0,137,17,3,3,0,10,6,15,2,0.256,0.326,0.391,2017,PIT,0.7170000000000001
3B,186,608,66,155,22,1,17,69,57,5,154,24,0,5,0,4,11,3,6,0.255,0.34,0.378,2017,PIT,0.718
SS,175,574,60,139,26,7,14,67,62,13,113,5,0,2,0,5,19,0,4,0.242,0.32,0.385,2017,PIT,0.7050000000000001
LF,190,646,95,168,29,5,13,71,60,2,119,15,0,3,1,6,8,30,6,0.26,0.336,0.381,2017,PIT,0.7170000000000001
CF,178,620,105,173,34,1,29,93,76,6,127,6,0,4,0,5,10,13,7,0.279,0.361,0.477,2017,PIT,0.838
RF,199,627,65,159,35,5,20,73,49,6,124,6,1,2,0,5,11,2,1,0.254,0.313,0.421,2017,PIT,0.734
C,177,575,69,153,26,3,20,92,67,2,119,15,2,8,0,4,13,2,4,0.266,0.353,0.426,2018,PIT,0.7789999999999999
1B,171,590,77,150,34,2,14,71,82,2,131,1,0,7,0,8,13,2,5,0.254,0.343,0.39,2018,PIT,0.7330000000000001
2B,198,647,88,162,32,3,21,74,41,1,149,9,2,6,0,6,9,5,1,0.25,0.302,0.406,2018,PIT,0.708
3B,192,590,75,158,30,1,18,85,49,4,124,6,0,8,0,8,15,0,2,0.268,0.326,0.414,2018,PIT,0.74
SS,178,559,55,134,34,2,8,51,46,13,128,7,1,5,0,4,17,2,1,0.24,0.303,0.351,2018,PIT,0.6539999999999999
LF,182,650,92,192,42,9,20,77,36,6,115,6,1,6,0,6,18,10,3,0.295,0.335,0.48,2018,PIT,0.815
CF,172,660,90,179,38,7,23,83,42,3,128,7,1,4,0,10,11,34,13,0.271,0.32,0.455,2018,PIT,0.775
RF,180,622,99,161,39,8,29,99,73,5,148,3,0,7,3,7,17,14,6,0.259,0.336,0.487,2018,PIT,0.823
C,194,589,63,136,21,0,9,45,48,5,126,8,3,3,0,8,18,1,0,0.231,0.296,0.312,2019,PIT,0.608
1B,174,623,100,174,46,3,37,122,76,12,136,5,0,9,0,6,10,0,1,0.279,0.358,0.541,2019,PIT,0.899
2B,188,663,93,183,35,7,12,64,49,4,98,9,4,1,0,10,7,5,5,0.276,0.334,0.404,2019,PIT,0.738
3B,212,634,64,161,39,2,16,89,37,4,157,5,0,5,0,7,19,0,1,0.254,0.298,0.397,2019,PIT,0.6950000000000001
SS,192,638,70,170,28,8,15,71,35,6,119,8,6,1,0,13,10,20,8,0.266,0.312,0.406,2019,PIT,0.718
LF,196,632,94,184,44,4,19,91,53,3,148,3,2,7,0,10,9,6,3,0.291,0.345,0.464,2019,PIT,0.8089999999999999
CF,173,676,111,195,44,8,25,95,35,1,131,16,2,4,0,7,15,26,7,0.288,0.337,0.488,2019,PIT,0.825
RF,204,655,79,167,34,2,15,69,45,2,128,7,0,1,0,10,19,5,3,0.255,0.309,0.382,2019,PIT,0.6910000000000001
C,164,569,56,120,28,2,14,71,69,1,144,4,0,2,0,8,13,0,1,0.211,0.3,0.341,2021,PIT,0.641
1B,191,595,56,149,27,0,14,78,66,1,147,3,0,5,0,5,7,1,4,0.25,0.326,0.366,2021,PIT,0.692
2B,189,641,89,181,34,5,11,56,56,2,101,7,1,2,0,5,13,6,5,0.282,0.346,0.402,2021,PIT,0.748
3B,190,644,75,153,27,3,12,61,48,0,151,3,0,2,0,3,22,11,1,0.238,0.293,0.345,2021,PIT,0.6379999999999999
SS,180,616,59,140,26,4,7,49,33,3,80,1,5,3,0,8,8,7,2,0.227,0.266,0.317,2021,PIT,0.583
LF,188,570,71,150,30,6,13,50,74,4,177,12,2,4,0,10,10,8,8,0.263,0.358,0.405,2021,PIT,0.763
CF,178,594,89,162,34,9,24,93,77,9,144,8,0,7,0,6,12,6,2,0.273,0.36,0.481,2021,PIT,0.841
RF,187,579,73,121,23,4,19,64,69,4,169,5,0,10,0,4,9,18,4,0.209,0.294,0.361,2021,PIT,0.655
C,187,510,50,98,15,0,9,41,36,0,127,8,5,0,0,2,9,2,2,0.192,0.256,0.275,2022,PIT,0.531
1B,203,579,51,119,21,2,17,66,46,1,172,3,0,8,0,2,8,4,3,0.206,0.264,0.337,2022,PIT,0.601
2B,210,590,70,153,29,8,18,66,37,0,144,4,3,7,0,5,9,9,1,0.259,0.304,0.427,2022,PIT,0.731
3B,180,622,65,143,27,4,11,44,60,0,161,5,1,1,0,8,14,22,4,0.23,0.302,0.339,2022,PIT,0.641
SS,174,599,64,135,26,6,19,74,44,2,190,4,0,4,0,9,11,13,8,0.225,0.281,0.384,2022,PIT,0.665
LF,196,550,74,120,27,4,19,59,70,2,169,6,6,4,0,3,4,13,5,0.218,0.311,0.385,2022,PIT,0.696
CF,181,614,77,143,19,4,28,65,55,6,176,12,1,2,0,11,16,8,4,0.233,0.307,0.414,2022,PIT,0.721
RF,206,573,61,131,27,0,14,51,49,1,154,3,1,2,0,6,11,7,2,0.229,0.292,0.349,2022,PIT,0.641
DH,172,574,66,124,24,1,20,81,72,2,161,7,1,3,0,3,12,9,2,0.216,0.309,0.366,2022,PIT,0.675
C,190,506,58,111,23,3,5,45,42,0,128,5,11,5,1,4,15,2,0,0.219,0.283,0.306,2023,PIT,0.589
1B,193,593,84,146,43,3,21,85,78,0,141,8,1,4,0,6,5,11,0,0.246,0.34,0.435,2023,PIT,0.775
2B,216,549,70,124,24,1,12,54,55,1,161,9,6,4,0,10,8,22,9,0.226,0.305,0.339,2023,PIT,0.644
3B,173,641,87,175,38,7,15,77,44,1,148,1,0,4,0,4,11,11,7,0.273,0.319,0.424,2023,PIT,0.743
SS,204,553,51,124,25,3,11,61,41,0,159,9,2,5,0,3,11,12,7,0.224,0.286,0.34,2023,PIT,0.626
LF,196,650,82,156,39,5,22,90,59,2,161,8,2,7,0,6,14,16,1,0.24,0.308,0.417,2023,PIT,0.725
CF,212,574,86,134,26,4,30,82,74,2,193,6,2,4,0,5,4,17,3,0.233,0.325,0.449,2023,PIT,0.774
RF,223,597,75,142,34,4,18,80,64,2,163,4,0,6,0,7,9,13,9,0.238,0.313,0.399,2023,PIT,0.712
DH,175,610,81,149,29,1,21,68,83,1,167,7,0,3,0,2,10,12,4,0.244,0.34,0.398,2023,PIT,0.738
C,182,547,66,126,27,0,21,76,61,0,153,4,5,4,1,12,16,1,0,0.23,0.31,0.395,2024,PIT,0.7050000000000001
1B,219,579,62,133,30,0,19,77,52,0,140,5,0,7,0,6,14,3,1,0.23,0.295,0.38,2024,PIT,0.675
2B,176,601,62,150,28,4,8,66,45,1,133,9,4,5,0,10,11,13,4,0.25,0.309,0.349,2024,PIT,0.6579999999999999
3B,169,607,64,140,15,1,11,57,42,1,146,7,0,8,0,6,13,16,2,0.231,0.285,0.313,2024,PIT,0.598
SS,176,637,77,161,38,4,21,79,38,4,192,5,2,3,0,8,10,19,2,0.253,0.299,0.424,2024,PIT,0.723
LF,183,635,71,149,23,4,23,80,55,3,184,8,0,4,0,14,9,10,2,0.235,0.302,0.392,2024,PIT,0.694
CF,197,543,68,112,19,1,14,51,53,0,186,2,5,5,0,6,6,19,2,0.206,0.277,0.322,2024,PIT,0.599
RF,214,596,73,133,24,0,11,63,59,2,156,5,0,8,0,8,6,6,4,0.223,0.295,0.319,2024,PIT,0.614
DH,171,627,93,153,27,2,29,84,71,3,175,14,0,3,0,7,12,10,2,0.244,0.333,0.432,2024,PIT,0.765
C,189,609,77,167,28,2,21,76,47,9,93,9,3,4,1,10,20,0,2,0.274,0.333,0.43,2010,SFN,0.763
1B,214,619,82,180,39,5,18,86,61,4,103,6,1,5,0,7,19,4,1,0.291,0.357,0.457,2010,SFN,0.8140000000000001
2B,181,636,83,180,34,1,12,75,50,2,106,6,8,7,0,9,14,4,4,0.283,0.338,0.396,2010,SFN,0.734
3B,178,618,68,162,36,4,14,65,54,13,97,2,0,5,0,11,27,3,2,0.262,0.321,0.401,2010,SFN,0.722
SS,180,616,69,160,26,3,22,81,51,6,109,3,2,4,0,4,23,3,1,0.26,0.318,0.419,2010,SFN,0.737
LF,241,590,96,156,33,2,31,90,96,6,139,2,3,8,0,11,13,5,6,0.264,0.365,0.485,2010,SFN,0.85
CF,187,664,95,166,40,8,22,77,45,4,153,7,2,1,0,7,17,19,8,0.25,0.304,0.434,2010,SFN,0.738
RF,241,615,78,151,38,4,15,68,51,7,122,13,3,5,0,7,18,14,5,0.246,0.314,0.393,2010,SFN,0.7070000000000001
C,196,549,49,123,21,2,11,48,51,10,111,8,2,3,0,5,15,5,1,0.224,0.298,0.33,2011,SFN,0.628
1B,188,623,62,161,34,3,19,70,55,5,107,3,0,8,0,11,14,8,4,0.258,0.318,0.414,2011,SFN,0.732
2B,193,661,64,175,34,2,7,52,38,3,82,10,12,4,0,11,13,8,5,0.265,0.313,0.354,2011,SFN,0.667
3B,181,624,75,184,34,3,25,88,43,13,92,4,2,10,0,4,18,5,8,0.295,0.339,0.479,2011,SFN,0.8180000000000001
SS,189,595,47,125,24,4,7,57,47,4,89,0,4,8,0,8,14,8,7,0.21,0.265,0.299,2011,SFN,0.5640000000000001
LF,241,607,64,135,31,2,19,63,71,5,177,7,0,2,0,5,14,8,4,0.222,0.31,0.374,2011,SFN,0.6839999999999999
CF,213,657,89,150,45,3,9,43,54,2,166,13,6,2,0,11,6,22,9,0.228,0.299,0.347,2011,SFN,0.6459999999999999
RF,198,626,71,183,40,5,18,74,44,3,116,6,0,4,0,6,18,11,7,0.292,0.343,0.458,2011,SFN,0.801
C,181,624,85,193,40,1,23,114,58,4,119,4,0,13,0,8,24,1,1,0.309,0.365,0.487,2012,SFN,0.852
1B,210,591,66,165,43,4,14,81,81,9,140,4,1,4,0,6,12,11,2,0.279,0.368,0.437,2012,SFN,0.8049999999999999
2B,185,653,89,188,26,2,2,63,40,2,80,2,12,8,0,9,19,20,8,0.288,0.327,0.343,2012,SFN,0.67
3B,203,628,79,171,33,4,14,94,50,5,85,3,1,12,0,6,23,5,2,0.272,0.323,0.404,2012,SFN,0.7270000000000001
SS,195,581,58,153,35,6,7,62,38,9,113,6,3,5,0,8,9,1,4,0.263,0.313,0.38,2012,SFN,0.6930000000000001
LF,211,645,96,195,32,10,10,72,51,6,121,1,2,5,0,11,14,15,6,0.302,0.352,0.429,2012,SFN,0.7809999999999999
CF,182,676,100,187,40,16,9,67,58,5,116,1,2,4,0,7,6,38,10,0.277,0.333,0.423,2012,SFN,0.756
RF,186,629,94,157,25,11,18,80,67,3,137,6,3,7,0,14,2,18,5,0.25,0.324,0.41,2012,SFN,0.734
C,190,611,60,163,36,1,14,76,63,7,101,8,1,9,0,6,16,2,1,0.267,0.339,0.398,2013,SFN,0.7370000000000001
1B,183,621,94,183,46,4,21,82,59,5,139,7,1,4,0,7,7,5,2,0.295,0.36,0.483,2013,SFN,0.843
2B,186,656,81,190,38,5,4,45,54,2,71,2,11,4,0,6,17,1,2,0.29,0.344,0.381,2013,SFN,0.725
3B,210,630,62,178,29,3,15,88,51,7,101,6,2,7,0,4,20,0,0,0.283,0.339,0.41,2013,SFN,0.749
SS,181,594,59,147,27,4,10,49,44,6,109,5,1,3,0,4,12,1,2,0.247,0.303,0.357,2013,SFN,0.6599999999999999
LF,213,599,56,154,25,4,5,52,52,4,135,0,4,5,0,7,16,11,5,0.257,0.314,0.337,2013,SFN,0.651
CF,199,650,86,166,30,6,7,53,63,3,113,1,2,5,0,8,12,19,10,0.255,0.32,0.352,2013,SFN,0.6719999999999999
RF,169,636,91,179,35,5,27,99,53,4,116,3,0,3,0,9,18,22,3,0.281,0.338,0.48,2013,SFN,0.8180000000000001
C,187,641,70,176,34,2,23,109,46,4,125,5,0,10,0,6,14,0,2,0.275,0.323,0.441,2014,SFN,0.764
1B,207,617,80,175,33,0,24,85,42,3,147,7,1,5,0,3,13,3,1,0.284,0.334,0.454,2014,SFN,0.788
2B,188,597,68,140,23,3,8,45,49,3,134,4,4,4,0,5,14,1,3,0.235,0.295,0.323,2014,SFN,0.618
3B,203,637,69,176,30,3,16,75,40,7,85,4,0,7,0,9,17,1,0,0.276,0.32,0.408,2014,SFN,0.728
SS,174,559,59,135,22,10,10,71,61,12,143,3,2,10,0,3,4,5,3,0.242,0.314,0.37,2014,SFN,0.6839999999999999
LF,245,600,73,154,41,9,17,79,56,1,156,8,7,3,0,7,16,6,0,0.257,0.327,0.44,2014,SFN,0.767
CF,190,662,85,178,34,4,6,43,46,2,111,4,2,4,0,8,11,24,11,0.269,0.318,0.36,2014,SFN,0.6779999999999999
RF,168,657,108,183,30,10,20,74,52,3,131,3,0,3,0,10,13,13,6,0.279,0.333,0.446,2014,SFN,0.779
C,182,608,69,169,32,2,15,89,62,7,95,3,1,7,0,4,16,4,1,0.278,0.344,0.411,2015,SFN,0.7549999999999999
1B,174,616,93,179,42,5,25,92,66,3,147,5,1,5,0,8,8,8,4,0.291,0.361,0.497,2015,SFN,0.858
2B,181,634,86,186,35,5,10,62,57,0,94,8,5,4,0,6,12,11,7,0.293,0.357,0.412,2015,SFN,0.7689999999999999
3B,175,647,82,185,30,6,15,84,34,0,110,5,1,2,0,8,34,11,1,0.286,0.326,0.42,2015,SFN,0.746
SS,177,593,71,146,36,5,21,93,48,9,136,12,1,4,0,6,19,7,4,0.246,0.314,0.43,2015,SFN,0.744
LF,197,641,81,173,27,5,12,51,60,2,101,6,1,1,0,10,14,21,9,0.27,0.338,0.384,2015,SFN,0.722
CF,180,660,85,178,32,5,5,50,51,1,118,3,0,7,0,5,14,20,6,0.27,0.322,0.356,2015,SFN,0.6779999999999999
RF,183,623,74,160,34,5,21,98,45,6,162,4,1,3,0,8,16,8,3,0.257,0.31,0.429,2015,SFN,0.739
C,183,628,90,170,35,1,18,89,64,5,90,4,0,7,0,6,18,6,2,0.271,0.339,0.416,2016,SFN,0.755
1B,173,587,79,157,42,9,18,83,108,5,152,5,0,4,0,3,9,0,4,0.267,0.384,0.462,2016,SFN,0.8460000000000001
2B,186,623,88,152,27,7,12,74,60,5,79,7,3,6,0,4,16,9,0,0.244,0.315,0.368,2016,SFN,0.683
3B,201,620,76,165,29,7,12,61,43,6,96,8,3,5,0,9,13,20,10,0.266,0.32,0.394,2016,SFN,0.714
SS,183,613,71,171,29,12,14,92,61,10,122,5,2,9,0,2,13,8,1,0.279,0.344,0.434,2016,SFN,0.778
LF,191,631,87,165,30,6,14,64,60,3,109,1,1,3,4,9,15,16,4,0.261,0.325,0.395,2016,SFN,0.72
CF,174,681,81,181,29,6,14,62,59,2,97,4,6,2,0,10,10,13,11,0.266,0.327,0.388,2016,SFN,0.7150000000000001
RF,186,596,89,162,30,3,20,83,77,4,147,3,1,3,0,18,14,4,2,0.272,0.356,0.433,2016,SFN,0.7889999999999999
C,187,615,71,180,45,0,19,77,56,6,113,7,1,4,0,7,15,2,1,0.293,0.356,0.459,2017,SFN,0.815
1B,193,603,84,153,43,5,23,79,80,11,150,4,0,5,0,5,14,7,2,0.254,0.342,0.456,2017,SFN,0.798
2B,172,616,75,176,30,6,11,57,58,4,74,5,3,9,0,4,13,8,3,0.286,0.347,0.407,2017,SFN,0.754
3B,199,626,69,135,26,0,9,51,42,3,109,4,1,3,0,9,22,15,4,0.216,0.268,0.3,2017,SFN,0.5680000000000001
SS,174,619,66,157,41,1,16,88,49,3,135,1,1,11,0,5,20,3,5,0.254,0.304,0.401,2017,SFN,0.7050000000000001
LF,218,594,59,146,31,4,11,70,43,3,153,4,1,5,0,6,13,11,5,0.246,0.299,0.367,2017,SFN,0.6659999999999999
CF,188,650,89,167,41,5,12,54,63,2,110,5,1,1,0,6,15,20,9,0.257,0.327,0.391,2017,SFN,0.718
RF,193,640,65,163,15,5,15,79,48,2,140,2,0,5,0,9,11,3,5,0.255,0.306,0.364,2017,SFN,0.6699999999999999
C,178,625,75,172,33,2,16,69,60,4,132,4,0,1,0,4,19,4,3,0.275,0.342,0.411,2018,SFN,0.753
1B,179,609,75,151,26,4,18,68,72,8,163,8,0,3,0,5,9,8,0,0.248,0.334,0.392,2018,SFN,0.726
2B,197,621,62,148,24,4,9,53,34,2,95,4,4,6,0,7,13,7,6,0.238,0.28,0.333,2018,SFN,0.613
3B,183,647,67,158,30,5,23,79,32,4,135,8,0,5,0,9,15,3,1,0.244,0.286,0.413,2018,SFN,0.699
SS,179,608,69,156,32,3,16,60,50,13,144,9,0,5,0,3,12,5,5,0.257,0.32,0.398,2018,SFN,0.718
LF,209,621,60,143,25,6,11,63,40,3,184,3,3,6,0,12,8,11,8,0.23,0.278,0.343,2018,SFN,0.621
CF,187,608,68,149,33,3,13,58,45,4,196,4,1,4,0,8,15,15,4,0.245,0.3,0.373,2018,SFN,0.673
RF,178,619,82,157,32,3,18,68,82,1,156,7,0,6,0,8,13,19,7,0.254,0.345,0.402,2018,SFN,0.747
C,183,635,62,165,44,2,15,70,48,2,131,7,1,3,0,2,18,3,1,0.26,0.317,0.406,2019,SFN,0.7230000000000001
1B,201,605,83,138,36,3,20,65,87,2,148,3,0,5,0,2,8,4,3,0.228,0.326,0.397,2019,SFN,0.7230000000000001
2B,183,629,62,156,31,1,8,57,47,3,107,4,0,5,0,8,11,7,4,0.248,0.302,0.339,2019,SFN,0.641
3B,178,625,86,161,31,2,28,97,55,2,162,8,2,6,0,13,19,4,1,0.258,0.323,0.448,2019,SFN,0.771
SS,175,600,78,149,34,2,16,70,57,5,132,4,1,5,0,8,15,3,2,0.248,0.315,0.392,2019,SFN,0.7070000000000001
LF,225,613,76,134,32,5,19,69,58,4,193,7,1,2,0,9,12,6,4,0.219,0.293,0.38,2019,SFN,0.673
CF,175,637,86,166,39,4,21,85,23,3,121,9,0,5,0,11,11,12,5,0.261,0.294,0.433,2019,SFN,0.727
RF,204,621,77,152,31,5,21,77,48,2,166,6,0,6,0,11,8,6,7,0.245,0.302,0.412,2019,SFN,0.714
C,179,590,88,165,33,1,24,84,79,9,144,5,1,2,0,6,18,0,0,0.28,0.368,0.461,2021,SFN,0.829
1B,208,594,111,168,27,5,48,106,88,3,170,9,0,3,0,6,14,5,2,0.283,0.382,0.588,2021,SFN,0.97
2B,214,623,68,158,28,1,19,71,48,3,102,8,1,5,2,12,18,3,0,0.254,0.313,0.393,2021,SFN,0.706
3B,202,611,100,155,34,1,30,90,71,5,140,3,0,4,0,8,16,6,1,0.254,0.332,0.46,2021,SFN,0.792
SS,177,594,91,177,38,3,28,108,63,9,131,7,0,6,0,5,13,12,4,0.298,0.369,0.513,2021,SFN,0.882
LF,265,601,84,132,21,3,24,84,65,3,166,9,2,1,0,7,13,4,4,0.22,0.305,0.384,2021,SFN,0.6890000000000001
CF,248,577,80,149,30,5,19,75,51,4,165,4,0,2,0,5,4,21,0,0.258,0.322,0.426,2021,SFN,0.748
RF,224,633,93,154,36,4,30,87,68,5,168,9,3,4,0,2,9,8,1,0.243,0.324,0.455,2021,SFN,0.779
C,198,511,62,119,17,0,18,61,51,0,176,8,1,4,0,4,15,2,1,0.233,0.31,0.372,2022,SFN,0.6819999999999999
1B,205,612,78,138,24,2,16,64,65,1,174,10,0,5,0,2,18,1,0,0.225,0.308,0.35,2022,SFN,0.6579999999999999
2B,194,588,80,144,39,2,18,74,52,0,112,13,0,7,0,8,7,11,3,0.245,0.317,0.41,2022,SFN,0.727
3B,199,572,70,136,29,2,24,77,56,4,168,12,0,5,0,5,16,1,3,0.238,0.316,0.421,2022,SFN,0.737
SS,175,592,74,137,22,2,16,80,48,3,134,13,0,5,0,8,16,9,3,0.231,0.301,0.356,2022,SFN,0.657
LF,261,577,85,162,32,4,24,84,67,3,145,14,1,2,0,5,8,14,2,0.281,0.368,0.475,2022,SFN,0.843
CF,260,574,79,124,34,1,15,62,66,0,189,4,1,6,0,2,7,12,2,0.216,0.298,0.357,2022,SFN,0.655
